"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocation"
"2023","OK","Oklahoma","Beaver","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","4.1",,,"3.6","4.7","5,018","3,798","40007","HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-100.476794921527 36.7496415387971)"
"2023","OK","Oklahoma","Cotton","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","4.7",,,"4.1","5.3","5,427","4,179","40033","HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-98.3721992106375 34.2900586392925)"
"2023","OK","Oklahoma","Greer","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","13.0",,,"11.1","14.9","5,466","4,363","40055","HLTHOUT","DIABETES","CrdPrv","Diabetes","POINT (-99.560687947098 34.9357323398987)"
"2023","OK","Oklahoma","Kiowa","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence","3.9",,,"3.5","4.4","8,398","6,366","40075","HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-98.9808976739666 34.9163225627227)"
"2023","OK","Oklahoma","Mayes","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","25.1",,,"21.5","28.8","39,889","30,559","40097","HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-95.2306650873753 36.3019893623476)"
"2023","OK","Oklahoma","Muskogee","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence","4.0",,,"3.6","4.5","66,677","50,493","40101","HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-95.3797854950482 35.6164240462291)"
"2023","OK","Oklahoma","Oklahoma","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.5",,,"10.2","12.7","808,866","605,014","40109","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-97.4071852848576 35.5514988566603)"
"2023","OK","Oklahoma","Oklahoma","BRFSS","Health Outcomes","Obesity among adults","%","Age-adjusted prevalence","37.9",,,"34.1","41.6","808,866","605,014","40109","HLTHOUT","OBESITY","AgeAdjPrv","Obesity","POINT (-97.4071852848576 35.5514988566603)"
"2023","OK","Oklahoma","Pontotoc","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","3.8",,,"3.3","4.2","38,396","28,720","40123","HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-96.6840015218125 34.7283176992879)"
"2023","OK","Oklahoma","Blaine","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","4.3",,,"3.8","4.9","8,539","6,321","40011","HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-98.4333112930991 35.8752977571278)"
"2023","OK","Oklahoma","Carter","BRFSS","Health Outcomes","Depression among adults","%","Age-adjusted prevalence","26.2",,,"22.3","30.2","48,596","36,523","40019","HLTHOUT","DEPRESSION","AgeAdjPrv","Depression","POINT (-97.2858375656003 34.2509159186175)"
"2023","OK","Oklahoma","Beaver","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Age-adjusted prevalence","6.3",,,"5.5","7.2","5,018","3,798","40007","HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-100.476794921527 36.7496415387971)"
"2023","OK","Oklahoma","Caddo","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Age-adjusted prevalence","21.8",,,"18.4","25.1","26,214","20,174","40015","RISKBEH","CSMOKING","AgeAdjPrv","Current Cigarette Smoking","POINT (-98.3753072133041 35.1744775420033)"
"2023","OK","Oklahoma","Cherokee","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Age-adjusted prevalence","23.2",,,"19.5","27.2","48,185","37,972","40021","SOCLNEED","FOODINSECU","AgeAdjPrv","Food Insecurity","POINT (-94.9995983942583 35.9067009473224)"
"2023","OK","Oklahoma","Caddo","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence","8.8",,,"7.6","10.1","26,214","20,174","40015","HLTHOUT","COPD","AgeAdjPrv","COPD","POINT (-98.3753072133041 35.1744775420033)"
"2023","OK","Oklahoma","Canadian","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","4.3",,,"3.7","4.9","175,829","131,131","40017","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-97.9821562348265 35.5423317053672)"
"2023","OK","Oklahoma","Choctaw","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence","27.8",,,"24.6","31.2","14,276","10,723","40023","HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis","POINT (-95.5526898932079 34.0264652841827)"
"2023","OK","Oklahoma","Alfalfa","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Age-adjusted prevalence","19.9",,,"16.6","23.4","5,673","4,620","40003","HLTHSTAT","GHLTH","AgeAdjPrv","General Health","POINT (-98.3236264385792 36.7310186349503)"
"2023","OK","Oklahoma","Caddo","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence","36.9",,,"31.4","42.4","26,214","20,174","40015","RISKBEH","LPA","AgeAdjPrv","Physical Inactivity","POINT (-98.3753072133041 35.1744775420033)"
"2022","OK","Oklahoma","Caddo","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Age-adjusted prevalence","64.2",,,"54.3","72.6","26,214","20,174","40015","PREVENT","MAMMOUSE","AgeAdjPrv","Mammography","POINT (-98.3753072133041 35.1744775420033)"
"2023","OK","Oklahoma","Beaver","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","31.8",,,"26.1","37.9","5,018","3,798","40007","SOCLNEED","LONELINESS","CrdPrv","Loneliness","POINT (-100.476794921527 36.7496415387971)"
"2023","OK","Oklahoma","Adair","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","76.7",,,"73.8","79.2","19,627","14,357","40001","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication","POINT (-94.6587457084976 35.8840104462357)"
"2023","OK","Oklahoma","Blaine","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","17.9",,,"14.7","21.6","8,539","6,321","40011","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity","POINT (-98.4333112930991 35.8752977571278)"
"2023","OK","Oklahoma","Cherokee","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence","10.9",,,"9.5","12.4","48,185","37,972","40021","DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability","POINT (-94.9995983942583 35.9067009473224)"
"2022","OK","Oklahoma","Alfalfa","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","34.6",,,"28.0","42.0","5,673","4,620","40003","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration","POINT (-98.3236264385792 36.7310186349503)"
"2022","OK","Oklahoma","Caddo","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","54.3",,,"48.5","59.7","26,214","20,174","40015","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening","POINT (-98.3753072133041 35.1744775420033)"
"2023","OK","Oklahoma","Atoka","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","8.9",,,"7.9","10.1","14,525","11,475","40005","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-96.0378818277741 34.373683146273)"
"2023","OK","Oklahoma","Adair","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","30.6",,,"26.9","34.5","19,627","14,357","40001","HLTHSTAT","GHLTH","CrdPrv","General Health","POINT (-94.6587457084976 35.8840104462357)"
"2023","OK","Oklahoma","Carter","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","9.5",,,"8.4","10.7","48,596","36,523","40019","DISABLT","HEARING","CrdPrv","Hearing Disability","POINT (-97.2858375656003 34.2509159186175)"
"2022","OK","Oklahoma","Bryan","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence","40.1",,,"33.8","46.8","48,967","37,465","40013","RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration","POINT (-96.260179863938 33.9623444306279)"
"2023","OK","Oklahoma","Cherokee","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","8.1",,,"7.1","9.0","48,185","37,972","40021","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-94.9995983942583 35.9067009473224)"
"2023","OK","Oklahoma","Bryan","BRFSS","Health Outcomes","High blood pressure among adults","%","Age-adjusted prevalence","37.6",,,"33.6","41.5","48,967","37,465","40013","HLTHOUT","BPHIGH","AgeAdjPrv","High Blood Pressure","POINT (-96.260179863938 33.9623444306279)"
"2023","OK","Oklahoma","Beckham","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence","40.9",,,"35.7","46.2","22,042","16,887","40009","DISABLT","DISABILITY","AgeAdjPrv","Any Disability","POINT (-99.681743990172 35.268702176444)"
"2023","OK","Oklahoma","Carter","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence","7.7",,,"6.6","9.1","48,596","36,523","40019","HLTHOUT","COPD","AgeAdjPrv","COPD","POINT (-97.2858375656003 34.2509159186175)"
"2023","OK","Oklahoma","Bryan","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Age-adjusted prevalence","25.6",,,"21.6","29.8","48,967","37,465","40013","SOCLNEED","EMOTIONSPT","AgeAdjPrv","Lack of Social/Emotional Support","POINT (-96.260179863938 33.9623444306279)"
"2023","OK","Oklahoma","Beaver","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence","17.5",,,"15.3","19.9","5,018","3,798","40007","HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress","POINT (-100.476794921527 36.7496415387971)"
"2023","OK","Oklahoma","Beaver","BRFSS","Disability","Any disability among adults","%","Crude prevalence","39.7",,,"34.5","45.0","5,018","3,798","40007","DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-100.476794921527 36.7496415387971)"
"2023","OK","Oklahoma","Beckham","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","22.2",,,"18.5","26.6","22,042","16,887","40009","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity","POINT (-99.681743990172 35.268702176444)"
"2023","OK","Oklahoma","Alfalfa","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","8.3",,,"7.2","9.4","5,673","4,620","40003","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-98.3236264385792 36.7310186349503)"
"2023","OK","Oklahoma","Carter","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Age-adjusted prevalence","11.4",,,"9.3","13.9","48,596","36,523","40019","PREVENT","ACCESS2","AgeAdjPrv","Health Insurance","POINT (-97.2858375656003 34.2509159186175)"
"2023","OK","Oklahoma","Canadian","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence","58.1",,,"53.8","62.2","175,829","131,131","40017","PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication","POINT (-97.9821562348265 35.5423317053672)"
"2023","OK","Oklahoma","Atoka","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence","17.8",,,"15.3","20.4","14,525","11,475","40005","DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability","POINT (-96.0378818277741 34.373683146273)"
"2023","OK","Oklahoma","Caddo","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","24.2",,,"20.7","27.7","26,214","20,174","40015","HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-98.3753072133041 35.1744775420033)"
"2023","OK","Oklahoma","Beckham","BRFSS","Health Status","Frequent physical distress among adults","%","Age-adjusted prevalence","15.2",,,"13.2","17.4","22,042","16,887","40009","HLTHSTAT","PHLTH","AgeAdjPrv","Frequent Physical Distress","POINT (-99.681743990172 35.268702176444)"
"2023","OK","Oklahoma","Beaver","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","15.1",,,"13.0","17.4","5,018","3,798","40007","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress","POINT (-100.476794921527 36.7496415387971)"
"2022","OK","Oklahoma","Caddo","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","25.8",,,"21.3","30.4","26,214","20,174","40015","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost","POINT (-98.3753072133041 35.1744775420033)"
"2023","OK","Oklahoma","Canadian","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence","11.3",,,"9.5","13.4","175,829","131,131","40017","SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity","POINT (-97.9821562348265 35.5423317053672)"
"2023","OK","Oklahoma","Bryan","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence","7.0",,,"6.3","7.8","48,967","37,465","40013","HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma","POINT (-96.260179863938 33.9623444306279)"
"2023","OK","Oklahoma","Beckham","BRFSS","Health Outcomes","Current asthma among adults","%","Age-adjusted prevalence","11.2",,,"9.8","12.7","22,042","16,887","40009","HLTHOUT","CASTHMA","AgeAdjPrv","Current Asthma","POINT (-99.681743990172 35.268702176444)"
"2023","OK","Oklahoma","Atoka","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","12.7",,,"10.9","14.6","14,525","11,475","40005","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-96.0378818277741 34.373683146273)"
"2023","OK","Oklahoma","Choctaw","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","19.8",,,"17.4","22.3","14,276","10,723","40023","DISABLT","COGNITION","CrdPrv","Cognitive Disability","POINT (-95.5526898932079 34.0264652841827)"
"2023","OK","Oklahoma","Adair","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","23.8",,,"20.9","26.7","19,627","14,357","40001","DISABLT","MOBILITY","CrdPrv","Mobility Disability","POINT (-94.6587457084976 35.8840104462357)"
"2023","OK","Oklahoma","Carter","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","14.3",,,"12.0","16.8","48,596","36,523","40019","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity","POINT (-97.2858375656003 34.2509159186175)"
"2023","OK","Oklahoma","Beaver","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","13.1",,,"10.5","15.9","5,018","3,798","40007","RISKBEH","BINGE","CrdPrv","Binge Drinking","POINT (-100.476794921527 36.7496415387971)"
"2023","OK","Oklahoma","Blaine","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","22.7",,,"19.3","26.5","8,539","6,321","40011","HLTHSTAT","GHLTH","CrdPrv","General Health","POINT (-98.4333112930991 35.8752977571278)"
"2023","OK","Oklahoma","Adair","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Age-adjusted prevalence","26.2",,,"22.6","30.0","19,627","14,357","40001","RISKBEH","CSMOKING","AgeAdjPrv","Current Cigarette Smoking","POINT (-94.6587457084976 35.8840104462357)"
"2023","OK","Oklahoma","Adair","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","22.3",,,"19.6","24.9","19,627","14,357","40001","DISABLT","COGNITION","CrdPrv","Cognitive Disability","POINT (-94.6587457084976 35.8840104462357)"
"2023","OK","Oklahoma","Beckham","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","40.9",,,"36.4","45.4","22,042","16,887","40009","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-99.681743990172 35.268702176444)"
"2023","OK","Oklahoma","Cherokee","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","34.2",,,"29.0","39.6","48,185","37,972","40021","SOCLNEED","LONELINESS","CrdPrv","Loneliness","POINT (-94.9995983942583 35.9067009473224)"
"2023","OK","Oklahoma","Beaver","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","22.7",,,"19.2","26.6","5,018","3,798","40007","HLTHSTAT","GHLTH","CrdPrv","General Health","POINT (-100.476794921527 36.7496415387971)"
"2023","OK","Oklahoma","Canadian","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","77.8",,,"74.4","80.9","175,829","131,131","40017","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-97.9821562348265 35.5423317053672)"
"2023","OK","Oklahoma","Blaine","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Age-adjusted prevalence","33.5",,,"28.1","39.4","8,539","6,321","40011","SOCLNEED","LONELINESS","AgeAdjPrv","Loneliness","POINT (-98.4333112930991 35.8752977571278)"
"2023","OK","Oklahoma","Atoka","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","39.4",,,"35.3","44.0","14,525","11,475","40005","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol","POINT (-96.0378818277741 34.373683146273)"
"2023","OK","Oklahoma","Adair","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence","11.1",,,"9.9","12.3","19,627","14,357","40001","DISABLT","HEARING","AgeAdjPrv","Hearing Disability","POINT (-94.6587457084976 35.8840104462357)"
"2023","OK","Oklahoma","Canadian","BRFSS","Disability","Any disability among adults","%","Crude prevalence","32.5",,,"28.2","37.0","175,829","131,131","40017","DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-97.9821562348265 35.5423317053672)"
"2023","OK","Oklahoma","Caddo","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence","33.1",,,"29.0","37.0","26,214","20,174","40015","HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol","POINT (-98.3753072133041 35.1744775420033)"
"2022","OK","Oklahoma","Blaine","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence","54.3",,,"48.6","59.7","8,539","6,321","40011","PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening","POINT (-98.4333112930991 35.8752977571278)"
"2023","OK","Oklahoma","Cherokee","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence","13.6",,,"11.7","15.7","48,185","37,972","40021","SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat","POINT (-94.9995983942583 35.9067009473224)"
"2023","OK","Oklahoma","Alfalfa","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","5.2",,,"4.4","5.9","5,673","4,620","40003","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-98.3236264385792 36.7310186349503)"
"2023","OK","Oklahoma","Bryan","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","9.4",,,"7.9","11.0","48,967","37,465","40013","HLTHOUT","COPD","CrdPrv","COPD","POINT (-96.260179863938 33.9623444306279)"
"2023","OK","Oklahoma","Adair","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","15.6",,,"13.7","17.7","19,627","14,357","40001","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers","POINT (-94.6587457084976 35.8840104462357)"
"2023","OK","Oklahoma","Atoka","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","10.3",,,"8.8","12.0","14,525","11,475","40005","HLTHOUT","COPD","CrdPrv","COPD","POINT (-96.0378818277741 34.373683146273)"
"2023","OK","Oklahoma","Caddo","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Age-adjusted prevalence","7.4",,,"6.6","8.3","26,214","20,174","40015","HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-98.3753072133041 35.1744775420033)"
"2023","OK","Oklahoma","Choctaw","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence","33.7",,,"29.4","38.2","14,276","10,723","40023","HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol","POINT (-95.5526898932079 34.0264652841827)"
"2023","OK","Oklahoma","Alfalfa","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","40.1",,,"35.6","45.0","5,673","4,620","40003","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol","POINT (-98.3236264385792 36.7310186349503)"
"2023","OK","Oklahoma","Choctaw","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Age-adjusted prevalence","7.4",,,"6.6","8.3","14,276","10,723","40023","HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-95.5526898932079 34.0264652841827)"
"2023","OK","Oklahoma","Caddo","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","10.5",,,"9.3","11.8","26,214","20,174","40015","DISABLT","HEARING","CrdPrv","Hearing Disability","POINT (-98.3753072133041 35.1744775420033)"
"2023","OK","Oklahoma","Carter","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence","3.5",,,"3.1","3.9","48,596","36,523","40019","HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-97.2858375656003 34.2509159186175)"
"2023","OK","Oklahoma","Alfalfa","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence","7.1",,,"6.3","7.8","5,673","4,620","40003","HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma","POINT (-98.3236264385792 36.7310186349503)"
"2023","OK","Oklahoma","Blaine","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","9.4",,,"7.9","10.9","8,539","6,321","40011","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat","POINT (-98.4333112930991 35.8752977571278)"
"2023","OK","Oklahoma","Beckham","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence","9.3",,,"8.2","10.5","22,042","16,887","40009","DISABLT","HEARING","AgeAdjPrv","Hearing Disability","POINT (-99.681743990172 35.268702176444)"
"2023","OK","Oklahoma","Alfalfa","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence","17.1",,,"14.6","20.0","5,673","4,620","40003","DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability","POINT (-98.3236264385792 36.7310186349503)"
"2023","OK","Oklahoma","Beckham","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","81.3",,,"78.8","83.8","22,042","16,887","40009","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening","POINT (-99.681743990172 35.268702176444)"
"2023","OK","Oklahoma","Cherokee","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","37.2",,,"33.0","41.3","48,185","37,972","40021","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol","POINT (-94.9995983942583 35.9067009473224)"
"2023","OK","Oklahoma","Blaine","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","9.2",,,"8.3","10.3","8,539","6,321","40011","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma","POINT (-98.4333112930991 35.8752977571278)"
"2023","OK","Oklahoma","Beckham","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence","26.3",,,"23.2","29.6","22,042","16,887","40009","HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis","POINT (-99.681743990172 35.268702176444)"
"2023","OK","Oklahoma","Atoka","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","7.4",,,"6.5","8.4","14,525","11,475","40005","DISABLT","VISION","CrdPrv","Vision Disability","POINT (-96.0378818277741 34.373683146273)"
"2023","OK","Oklahoma","Canadian","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","35.6",,,"32.2","39.0","175,829","131,131","40017","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-97.9821562348265 35.5423317053672)"
"2023","OK","Oklahoma","Adair","BRFSS","Health Outcomes","Current asthma among adults","%","Age-adjusted prevalence","13.6",,,"12.0","15.2","19,627","14,357","40001","HLTHOUT","CASTHMA","AgeAdjPrv","Current Asthma","POINT (-94.6587457084976 35.8840104462357)"
"2023","OK","Oklahoma","Adair","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","5.3",,,"4.8","5.8","19,627","14,357","40001","HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-94.6587457084976 35.8840104462357)"
"2023","OK","Oklahoma","Bryan","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","40.0",,,"35.8","44.1","48,967","37,465","40013","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol","POINT (-96.260179863938 33.9623444306279)"
"2023","OK","Oklahoma","Alfalfa","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","4.3",,,"3.7","5.0","5,673","4,620","40003","DISABLT","SELFCARE","CrdPrv","Self-care Disability","POINT (-98.3236264385792 36.7310186349503)"
"2023","OK","Oklahoma","Beaver","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence","9.0",,,"7.7","10.4","5,018","3,798","40007","DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability","POINT (-100.476794921527 36.7496415387971)"
"2023","OK","Oklahoma","Adair","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","26.3",,,"22.6","30.2","19,627","14,357","40001","HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-94.6587457084976 35.8840104462357)"
"2023","OK","Oklahoma","Cherokee","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","4.7",,,"4.1","5.3","48,185","37,972","40021","DISABLT","SELFCARE","CrdPrv","Self-care Disability","POINT (-94.9995983942583 35.9067009473224)"
"2023","OK","Oklahoma","Beckham","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","10.8",,,"9.3","12.4","22,042","16,887","40009","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability","POINT (-99.681743990172 35.268702176444)"
"2023","OK","Oklahoma","Carter","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","78.7",,,"75.0","82.0","48,596","36,523","40019","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-97.2858375656003 34.2509159186175)"
"2023","OK","Oklahoma","Caddo","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.5",,,"10.2","12.9","26,214","20,174","40015","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-98.3753072133041 35.1744775420033)"
"2023","OK","Oklahoma","Caddo","BRFSS","Disability","Self-care disability among adults","%","Age-adjusted prevalence","5.0",,,"4.5","5.7","26,214","20,174","40015","DISABLT","SELFCARE","AgeAdjPrv","Self-care Disability","POINT (-98.3753072133041 35.1744775420033)"
"2023","OK","Oklahoma","Blaine","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","43.1",,,"38.7","47.4","8,539","6,321","40011","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-98.4333112930991 35.8752977571278)"
"2023","OK","Oklahoma","Beckham","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","11.8",,,"10.1","13.8","22,042","16,887","40009","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat","POINT (-99.681743990172 35.268702176444)"
